Topic_No,Topic_Perc_Contrib,Topic_Keywords,Text,Clean_Text
7,0.3977,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",A second wildland firefighter has died this month battling blazes in Oregon https://t.co/FRN8gBvRvr #Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden,wildland firefighter die battle blaze news sweden
3,0.2919,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",When the channel named most biased media will stop spreading their propaganda #boycottaljazzera,channel name biased medium spread propaganda
7,0.3377,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",Ukraine:  We d take a nuclear attack over being a part of Russia  | World News | Sky News https://t.co/70E2X49x6q,nuclear attack https
5,0.6328,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official","You keep fixating on ""accurate or misleading."" The letter Mueller penned clearly gives the impression that Mueller was not pleased with Barr s characterization. ""No collusion, no obstruction"" is nowhere found in the report. That s a Trumpian propaganda bit.",fixate accurate misleading letter mueller pen impression mueller please collusion obstruction report trumpian propaganda bit
6,0.2481,"country, day, attack, lose, leader, sanction, death, good, tell, read",Refugees without a destiny,refugee destiny
3,0.3845,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",Posobiec is a snake who belongs in Belarus with his in-laws. https://t.co/JZzvG0LWBr,snake belong
3,0.3995,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","Soviet Russia did plenty of bad things, and they definitely did not achieve ""communism"" But let s be real. It was better on average for regular folk and I would ve liked to see how it would ve turned out without a cold war",plenty bad thing achieve communism real average regular folk turn cold war
6,0.4667,"country, day, attack, lose, leader, sanction, death, good, tell, read","Hi Alistair and Rory, thank you both for your brilliant podcast! Is it certain that Boris Johnson WILL be held tp account by the Privileges Committee? What could stop this from happening? If found that he has misled Parliament, what sanctions will he face? Sarah Wright",rory brilliant podcast hold account privilege committee happen mislead parliament sanction face wright
4,0.3388,"ukraine, war, nazi, https, call, support, happen, fact, side, win","Exactly- they said they’d escalate if Ukraine hit crimea, meh.",hit
0,0.2483,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","Yeah… we must only have media propaganda that strictly sticks to the narrative of the regime. My sensible feelings can’t handle the truth! Poor imbecile, the cult has completely detached you from reality 🙄",medium propaganda strictly stick narrative regime feeling handle truth poor imbecile cult completely detach reality
5,0.2759,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",Right Erdogan . Sort this 🤬out with that son of a 🤬. Putin is committing global terrorism with famine.,erdogan commit global terrorism famine
0,0.3036,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","Kremlin rarely if ever says anything, unlike Kiev which is like waste water treatment under Conservatives in UK. Shit everywhere.",rarely waste treatment shit
4,0.4349,"ukraine, war, nazi, https, call, support, happen, fact, side, win","a tacit agreement with the spoiled babies in Moscow, you support me and I will allow you consumers goods and trips to the west. Cut everything off. Let them sit all together in Russia and contemplate what Putin has done. 2/",agreement spoil baby support consumer good trip sit contemplate
7,0.341,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",The Pakistan political establishment is not run by America. It is currently run by North Korea and Vladamir Putin.,establishment
4,0.4824,"ukraine, war, nazi, https, call, support, happen, fact, side, win","Zelensky is worried about a bloody mess on the 24th, Ukrainian independence day. Russian response will be deadly if Ukraine is involved but I am sure they will investigate it to make sane and genuine conclusions.",worry bloody mess ukrainian independence_day russian response deadly ukraine involve investigate sane genuine conclusion
7,0.5109,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Worse than Ukraine for TW, there will be urban war with massive civilian casualties. APAC will be worse than EU. B caus US thinks of CHN as worse competitor than Russia. PRC might now seem all scream &amp; no bite, but DPP won t let u see US will push PRC into attacking.",bad urban massive civilian casualty apac bad think bad competitor scream amp bite push attack
5,0.4146,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",So you have given in to Sens propaganda,sen propaganda
7,0.5225,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Says a man who thinks Russia is Socialist lol This is who you support. How do you think a KBG Agent got more money than Bezos Musk Gates in a country where 30,000,000 people have no indoor toilets and an economy smaller than Texas? https://t.co/Oe0CBROuuI",man think socialist support agent money gate country people indoor toilet economy small https oe cbrouui
3,0.3248,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",Our pick of editorial cartoons from around the country. https://t.co/AR8y7C5seq,pick editorial cartoon country https seq
2,0.5321,"https, military, medium, shell, power, missile, claim, strike, bomb, government","2:""Otherwise the night has been unusually quiet in #Kharkiv, the calm before the storm? The Russians have now fired 3500 missiles over Ukraine. So I have a feeling we won t see any special  Independence Day Armageddon .⬇️",night unusually quiet kharkiv calm storm fire missile ukraine feeling special independence_day
3,0.2989,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak",This is how bad it is becoming in Germany 🇩🇪 in other to save energy. #EnergyCrisis #EU #US #NATO #RussiaUkraineConflict #Europe https://t.co/Sv1iq0Krku,bad save energy energycrisis
2,0.564,"https, military, medium, shell, power, missile, claim, strike, bomb, government",My homage to Azov regiment and defenders of Mariupol #ukraine #azovstal #СЛАВАУКРАЇНІ https://t.co/HJ901fWHdx,homage azov regiment defender https hj fwhdx
6,0.3024,"country, day, attack, lose, leader, sanction, death, good, tell, read","No, it s the attacked nation and didn t commit war crimes. No, it doesn t have a large nazi population. Get lost, Russian troll.",attack nation commit war crime large nazi population lose russian troll
3,0.3777,"https, lie, troop, hold, ukraine, vote, guy, save, real, speak","Rough summary: Genetically engineered space nazi Alaric Ward has succeeded in conquering Terra and has declared that he is forming a new Space-EU. For plot reasons, the Ghost Bears decide that they have to have a sort of reverse Space Brexit vote to decide whether to join and…",rough summary genetically engineer space nazi alaric ward succeed conquer terra declare form space plot reason ghost bear decide sort reverse space brexit vote decide join
7,0.1746,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",Said the same about Crimea and Ukraine,
7,0.1888,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",You mean steal from them. Voted how many times for the money laundering Ukraine?,vote time money laundering ukraine
1,0.463,"time, fight, https, join, state, land, wrong, find, economy, invade","We ve made many mistakes over the course of our history. Struggles with racism and equality, of justice and trust. And yet, we still aim for a better union. Someone once said, of a fledgling nation across an ocean, that we were also worth the fight. So is Ukraine.",mistake history struggle racism equality aim union fledgling nation ocean fight ukraine
5,0.436,"propaganda, amp, trump, kyiv, refugee, news, supply, help, child, official",How about all the money your family has stolen from your fake university? People are being mass murdered in the Ukraine by a tyrant who is your rotten fathers twin for no good reason. They need help but Trumps don’t know what that even means.,money family steal fake university people murder rotten father twin good reason trump
7,0.2459,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Imagine actually believing this dumb RU propaganda point🤦 Aside from stopping the Russian s from annexing the whole country, here s what they ve actually done with the weapons/support: https://t.co/w2G3y1y5Fh",imagine believe dumb propaganda point stop russian annex country weapon support
7,0.2177,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",I guess this person s views is the only one that counts because it s on the HuffPost. What about all the videos of people walking around and life looking normal. A person just took a video at a concert in Kiev the other day.,guess person view count video people walk life normal person video concert day
